CVE_ZM,NOM_ZM,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_2015,POB_2020 proy,MC ,CF ,DIST_CC,TRAB_MUN,TRAB_MC,TRAB_OM,RES_MUN,RES_MC,RES_OM,POB_OANA,DMU_2010,DZC_ZM,PZC_ZM,PNDU,TIPO_MUN
1.01,Aguascalientes,1,Aguascalientes,1001,Aguascalientes,877190,961977,1,1,0,95.9,0.9,3.2,89.1,4.4,6.5,98.2,108.2,1,1,1,1
1.01,Aguascalientes,1,Aguascalientes,1005,Jesús María,120405,130184,1,1,0,58.3,34.9,6.8,83,9.7,7.3,94.7,75,1,1,1,1
1.01,Aguascalientes,1,Aguascalientes,1011,San Francisco de los Romo,46454,51568,0,0,13.2,63.9,31.4,4.7,48.8,23.6,27.7,92.9,83.3,1,1,1,2
2.01,Ensenada,2,Baja California,2001,Ensenada,486639,536143,1,0,0,99.5,0,0.5,99.3,0,0.7,82.6,54.3,n.a.,0,1,1
2.02,Mexicali,2,Baja California,2002,Mexicali,988417,1087478,1,0,0,99.4,0,0.6,99,0,1,93.2,59.3,n.a.,1,1,1
2.03,Tijuana,2,Baja California,2003,Tecate,102406,113857,0,0,21.6,96.9,2.6,0.6,95.3,3.8,0.9,96.3,47.4,1,1,1,3
2.03,Tijuana,2,Baja California,2004,Tijuana,1641570,1789531,1,0,0,99,0,1,98.7,0,1.3,99.6,89.3,1,1,1,1
2.03,Tijuana,2,Baja California,2005,Playas de Rosarito,96734,107859,0,0,2.5,86.2,12.8,0.9,90.8,8.8,0.4,96.9,38.4,1,1,1,2
3.01,La Paz,3,Baja California Sur,3003,La Paz,272711,301961,1,0,0,98.8,0,1.2,98.8,0,1.2,95.9,60.4,n.a.,1,1,1
4.01,Campeche,4,Campeche,4002,Campeche,283025,317424,1,0,0,96.8,0,3.2,91.3,0,8.7,94.7,69.3,1,1,1,1
5.04,Saltillo,5,Coahuila de Zaragoza,5004,Arteaga,23271,25477,0,0,1.5,79.6,19.4,1,49.6,49.6,0.8,72.5,25.3,0,1,1,3
5.02,Monclova-Frontera,5,Coahuila de Zaragoza,5006,Casta±os,28068,30568,0,0,2.5,67.9,30.4,1.7,80.7,17.9,1.4,96,28.2,0,1,1,2
5.01,La Laguna,5,Coahuila de Zaragoza,5009,Francisco I. Madero,58360,64483,0,0,16,77.5,17.7,4.7,89.2,3.6,7.3,81,46.3,0,1,1,3
5.02,Monclova-Frontera,5,Coahuila de Zaragoza,5010,Frontera,80991,87942,1,1,0,74.1,23.4,2.4,70.2,17.4,12.4,99.2,56.6,0,1,1,1
5.01,La Laguna,5,Coahuila de Zaragoza,5017,Matamoros,108950,119492,1,1,0,62.2,34.3,3.5,92.7,4.1,3.2,82.7,58.8,0,1,1,1
5.02,Monclova-Frontera,5,Coahuila de Zaragoza,5018,Monclova,231107,251346,1,1,0,91.7,6.1,2.2,86.2,7.4,6.4,99.5,55.6,0,1,1,1
5.03,Piedras Negras,5,Coahuila de Zaragoza,5022,Nava,30698,33101,1,1,0,81.5,13.4,5.1,69.7,13.8,16.6,96.2,38.6,0,1,1,1
5.03,Piedras Negras,5,Coahuila de Zaragoza,5025,Piedras Negras,163595,177255,1,1,0,96.7,2.8,0.5,92.5,2.2,5.3,98.7,59.4,0,1,1,1
5.04,Saltillo,5,Coahuila de Zaragoza,5027,Ramos Arizpe,92828,103252,1,1,0,83.7,13.3,3,41.5,56.2,2.3,95.9,71.6,0,1,1,1
5.04,Saltillo,5,Coahuila de Zaragoza,5030,Saltillo,807537,869184,1,1,0,83.3,13.4,3.3,95.9,1.8,2.2,98.7,82.9,0,1,1,1
5.02,Monclova-Frontera,5,Coahuila de Zaragoza,5031,San Buenaventura,23587,25820,0,0,11.5,50.8,45.1,4.1,91,3.2,5.8,95.1,29.5,0,1,1,2
5.01,La Laguna,5,Coahuila de Zaragoza,5035,Torreón,679288,744247,1,1,0,92.9,4.9,2.2,86.1,10.9,3,98.3,81.3,0,1,1,1
6.02,Tecomán,6,Colima,6001,Armería,29599,32363,1,1,0,82,6.8,11.2,92.7,3,4.3,69.6,44.7,0,0,1,1
6.01,Colima-Villa de álvarez,6,Colima,6002,Colima,150673,169188,1,1,0,90.2,3.8,5.9,62.6,27,10.4,95.2,62.7,1,1,1,1
6.01,Colima-Villa de álvarez,6,Colima,6003,Comala,21544,23902,0,0,1.5,60.2,34.9,4.9,80.2,17.8,2,79.4,38.9,0,1,1,2
6.01,Colima-Villa de álvarez,6,Colima,6004,Coquimatlán,20198,22167,0,0,2,68.8,27.1,4.1,83,14.9,2.1,66.5,50.1,0,1,1,3
6.01,Colima-Villa de álvarez,6,Colima,6005,Cuauhtémoc,30198,32829,0,0,19.1,74.3,20.8,4.9,86.7,9.6,3.7,74.7,39.4,0,1,1,3
6.02,Tecomán,6,Colima,6009,Tecomán,123191,134631,1,1,0,95.4,0.6,4.1,93.6,1.4,4.9,71.6,69.8,0,0,1,1
6.01,Colima-Villa de álvarez,6,Colima,6010,Villa de álvarez,136779,151019,1,1,0,52.1,39.1,8.8,89.4,6.6,4,96.8,85.3,1,1,1,1
7.02,Tuxtla Gutiérrez,7,Chiapas,7012,Berriozábal,51722,56971,0,0,5.9,63.5,31.7,4.8,92.8,3.8,3.5,85.7,61.9,0,1,1,2
7.02,Tuxtla Gutiérrez,7,Chiapas,7027,Chiapa de Corzo,100751,111223,1,1,0,61.8,33.2,5.1,94.4,2.9,2.7,80.5,64.3,0,1,1,1
7.02,Tuxtla Gutiérrez,7,Chiapas,7079,San Fernando,39204,42939,0,0,8.3,53.9,38.8,7.4,93.1,5.1,1.8,83.7,86.1,0,1,1,2
7.02,Tuxtla Gutiérrez,7,Chiapas,7086,Suchiapa,24049,26510,0,0,12.8,63.5,29.9,6.5,95,4,1,75,57.6,0,1,1,2
7.01,Tapachula,7,Chiapas,7089,Tapachula,348156,384312,1,0,0,97.5,0,2.5,93.1,0,6.9,90.9,70.6,n.a.,1,1,1
7.02,Tuxtla Gutiérrez,7,Chiapas,7101,Tuxtla Gutiérrez,598710,662591,1,1,0,95.7,0.3,4,86.3,4.4,9.3,98.9,84.9,0,1,1,1
8.01,Chihuahua,8,Chihuahua,8002,Aldama,24761,26197,0,0,12.1,71.9,26.4,1.7,96.8,2.9,0.3,85.2,47,0,1,1,2
8.01,Chihuahua,8,Chihuahua,8004,Aquiles Serdán,15516,19050,0,0,1.7,21.9,76.2,1.9,86.3,12.6,1,98.9,49.9,0,1,1,2
8.01,Chihuahua,8,Chihuahua,8019,Chihuahua,878062,949395,1,0,0,98.9,0,1.1,96.3,0,3.7,99.1,66.5,0,1,1,1
8.02,Delicias,8,Chihuahua,8021,Delicias,148045,160245,1,0,0,91.5,0,8.5,92.8,0,7.2,91.7,64.3,0,0,1,1
8.03,Hidalgo del Parral,8,Chihuahua,8032,Hidalgo del Parral,109510,117624,1,0,0,94.7,0,5.3,95.9,0,4.1,97.3,69.4,1,0,1,1
8.04,Juárez,8,Chihuahua,8037,Juárez,1391180,1464930,1,0,0,99.8,0,0.2,99.5,0,0.5,99.7,67.9,n.a.,1,1,1
8.02,Delicias,8,Chihuahua,8045,Meoqui,44752,48242,0,0,5.4,84.8,7.5,7.7,78.3,14.1,7.6,75.5,42.8,0,0,1,2
8.03,Hidalgo del Parral,8,Chihuahua,8059,San Francisco del Oro,5086,5502,0,0,15.7,78.2,11,10.8,73.1,15.3,11.6,92.9,28.6,1,0,1,3
9.01,Valle de México,9,Ciudad de México,9002,Azcapotzalco,400161,408441,1,1,0,52.3,46.5,1.3,43.8,54.3,1.9,100,189,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9003,Coyoacán,608479,621952,1,1,0,54.1,45,0.9,41.8,57.1,1.2,99.9,194.4,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9004,Cuajimalpa de Morelos,199224,199809,1,1,0,68.5,30.1,1.4,38.7,56.1,5.2,99.7,89.5,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9005,Gustavo A. Madero,1164477,1176967,1,1,0,58.7,40.2,1,63.2,35.4,1.4,99.9,200.2,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9006,Iztacalco,390348,393821,1,1,0,41.7,57.6,0.7,46.4,52.6,1,99.9,210.4,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9007,Iztapalapa,1827868,1815551,1,1,0,61.6,37.8,0.6,72.1,26.8,1.1,99.8,215.4,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9008,La Magdalena Contreras,243886,245147,1,1,0,47,52.6,0.4,64.6,34.3,1.1,99.7,162.3,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9009,Milpa Alta,137927,139371,1,1,0,58.2,41.1,0.7,83.7,14.7,1.6,91.7,47.3,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9010,álvaro Obregón,749982,755537,1,1,0,59,40.2,0.8,57,41.1,1.9,99.8,193.5,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9011,Tláhuac,361593,366586,1,1,0,51.7,47.8,0.5,72.6,26.5,0.9,98.5,135.8,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9012,Tlalpan,677104,682234,1,1,0,58.7,40.5,0.8,55.6,43.1,1.3,99.1,119.9,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9013,Xochimilco,415933,418060,1,1,0,60.4,38.9,0.8,73,25.8,1.2,97.1,93.8,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9014,Benito Juárez,417416,433708,1,1,0,51.4,47.7,0.9,32.1,66.5,1.4,99.9,157.1,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9015,Cuauhtémoc,532553,548606,1,1,0,70.2,29.1,0.7,26.5,72.3,1.2,99.9,215.6,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9016,Miguel Hidalgo,364439,379624,1,1,0,61.6,37.1,1.3,25.9,72.2,1.9,99.9,186.7,1,1,1,1
9.01,Valle de México,9,Ciudad de México,9017,Venustiano Carranza,427263,433231,1,1,0,49,50.2,0.9,40.1,58.5,1.4,99.9,209.5,1,1,1,1
10.01,Durango,10,Durango,10005,Durango,654876,695597,1,0,0,97.4,0,2.6,97.7,0,2.3,97.2,89.2,n.a.,0,1,1
5.01,La Laguna,10,Durango,10007,Gómez Palacio,342286,369760,1,1,0,85.2,13.5,1.3,81,17.3,1.6,91.2,82.2,0,1,1,1
5.01,La Laguna,10,Durango,10012,Lerdo,153311,164763,1,1,0,65.6,31.9,2.6,86.7,12.1,1.2,91,52.6,0,1,1,1
22.01,Querétaro,11,Guanajuato,11004,Apaseo el Alto,68455,72209,0,0,17.1,66.9,28.2,4.9,90.9,2,7,88.6,47.6,0,0,1,3
11.01,Celaya,11,Guanajuato,11007,Celaya,494304,530820,1,0,0,95.3,0,4.7,86.5,0,13.5,95.3,90.8,1,1,1,1
11.01,Celaya,11,Guanajuato,11009,Comonfort,82572,87191,0,0,15,69.9,19.3,10.8,97.6,1.3,1.1,85,47.3,1,1,1,3
11.01,Celaya,11,Guanajuato,11011,Cortazar,95961,101319,0,0,11.9,76.3,14,9.6,87.5,2.2,10.3,86.2,85.6,1,0,1,3
11.02,Guanajuato,11,Guanajuato,11015,Guanajuato,184239,198035,1,0,0,85.3,0,14.7,84.2,0,15.8,96.9,83.8,n.a.,1,1,1
11.03,León,11,Guanajuato,11020,León,1578626,1679610,1,0,0,98.1,0,1.9,97,0,3,99,129.4,1,0,1,1
11.04,Moroleón-Uriangato,11,Guanajuato,11021,Moroleón,50377,54378,1,1,0,92.6,5,2.5,72.1,12.6,15.4,96.8,69.7,0,1,1,1
16.01,La Piedad-Pénjamo,11,Guanajuato,11023,Pénjamo,150570,159968,1,1,0,89.8,5.3,4.9,93.8,3.4,2.8,72.7,52.4,1,0,1,1
11.05,San Francisco del Rincón,11,Guanajuato,11025,Purísima del Rincón,79798,86012,1,0,0,75.5,22.2,2.3,87.4,7.4,5.2,96.8,58.1,1,1,1,1
11.05,San Francisco del Rincón,11,Guanajuato,11031,San Francisco del Rincón,119510,125904,1,0,0,91.3,4.2,4.6,78.2,12.4,9.4,94.3,68.7,1,1,1,1
11.03,León,11,Guanajuato,11037,Silao de la Victoria,189567,201020,0,0,15.2,87.4,7.6,5,69.6,5.1,25.3,92.4,79.2,1,0,1,3
11.04,Moroleón-Uriangato,11,Guanajuato,11041,Uriangato,62761,67184,1,1,0,84.5,13.2,2.3,91.1,4.4,4.6,96.2,70,0,1,1,1
11.01,Celaya,11,Guanajuato,11044,Villagrán,58830,62918,0,0,12.3,65.7,20.2,14.1,79.9,4.6,15.5,90.1,78.8,1,1,1,2
12.01,Acapulco,12,Guerrero,12001,Acapulco de Juárez,810669,840795,1,0,0,99,0,1,97.9,0,2.1,96.5,100.2,0,1,1,1
12.01,Acapulco,12,Guerrero,12021,Coyuca de Benítez,76306,78931,0,0,17.9,87.3,11,1.6,96.9,1,2.2,64.1,43.1,0,1,1,3
12.02,Chilpancingo,12,Guerrero,12029,Chilpancingo de los Bravo,273106,284330,1,0,0,96.2,0,3.8,90.6,0,9.4,93.5,90.3,0,0,1,1
12.02,Chilpancingo,12,Guerrero,12075,Eduardo Neri,51316,52924,0,0,8.6,74.3,19.6,6,93.7,2.7,3.5,85.4,88.3,0,0,1,2
13.02,Tula,13,Hidalgo,13010,Atitalaquia,29683,32226,0,0,6.5,79,7.6,13.4,59.2,7.3,33.4,92.8,23,1,1,1,2
13.02,Tula,13,Hidalgo,13013,Atotonilco de Tula,38564,41039,0,0,9.6,67.4,6.1,26.5,76.3,2.7,21,97.7,15.1,1,1,1,3
13.03,Tulancingo,13,Hidalgo,13016,Cuautepec de Hinojosa,58301,62361,1,1,0,77.7,16.7,5.7,94,4.2,1.8,86.2,18.8,1,0,1,1
13.01,Pachuca,13,Hidalgo,13022,Epazoyucan,14693,16053,0,0,10.5,57.2,38.1,4.7,87.2,8.4,4.5,90.7,15.7,1,1,1,3
13.01,Pachuca,13,Hidalgo,13039,Mineral del Monte,14640,15737,0,0,2.8,50.6,43.8,5.5,87.3,6.3,6.5,97.9,39.9,1,0,1,2
13.01,Pachuca,13,Hidalgo,13048,Pachuca de Soto,277375,280312,1,1,0,91,1.5,7.6,64.1,15.1,20.9,99.3,86.4,1,1,1,1
13.01,Pachuca,13,Hidalgo,13051,Mineral de la Reforma,150176,185907,1,1,0,51.6,39.5,8.9,92.3,4.8,2.9,99.7,83.8,1,1,1,1
13.01,Pachuca,13,Hidalgo,13052,San Agustín Tlaxiaca,36079,39180,0,0,10.1,56.5,31.1,12.4,83,11.2,5.7,94.6,9.6,1,1,1,3
13.03,Tulancingo,13,Hidalgo,13056,Santiago Tulantepec de Lugo Guerrero,37292,40098,1,1,0,54.3,38.3,7.4,91.7,7.6,0.7,96.5,39,1,0,1,1
9.01,Valle de México,13,Hidalgo,13069,Tizayuca,119442,137165,0,0,9.4,67.2,27.6,5.1,64.6,15.9,19.5,98.4,57.5,1,1,1,2
13.02,Tula,13,Hidalgo,13070,Tlahuelilpan,19389,20742,0,0,10.1,63.1,11.7,25.2,73.7,1.4,24.9,89.1,44.6,1,1,1,3
13.02,Tula,13,Hidalgo,13074,Tlaxcoapan,28490,30727,0,0,9.7,62.8,10,27.2,78.9,0.7,20.4,87.9,27.7,1,1,1,3
13.02,Tula,13,Hidalgo,13076,Tula de Allende,109093,118824,1,0,0,87.6,0,12.4,72.2,0,27.8,95.9,33.9,1,1,1,1
13.03,Tulancingo,13,Hidalgo,13077,Tulancingo de Bravo,161069,169624,1,1,0,91.8,1.3,6.9,81.9,11.2,6.9,94.6,76.7,1,0,1,1
13.01,Pachuca,13,Hidalgo,13082,Zapotlán de Juárez,18748,20402,0,0,4.5,69.3,19,11.8,86.7,3.9,9.5,96.3,17.3,1,1,1,3
13.01,Pachuca,13,Hidalgo,13083,Zempoala,45382,50540,0,0,17.2,58.2,26.8,15,90,4.6,5.3,93.7,21.5,1,1,1,3
14.01,Guadalajara,14,Jalisco,14002,Acatlán de Juárez,22261,24131,0,0,18.4,63.2,30.7,6.2,86,4.1,9.9,90.2,45.4,0,0,1,3
14.01,Guadalajara,14,Jalisco,14039,Guadalajara,1460148,1503505,1,1,0,86.4,12.8,0.9,64.9,31,4.1,99.7,149.5,1,1,1,1
14.01,Guadalajara,14,Jalisco,14044,Ixtlahuacán de los Membrillos,53045,59970,0,0,13.1,51.4,44.5,4.1,85.6,10.6,3.9,94.8,60.6,0,1,1,2
14.02,Ocotlán,14,Jalisco,14047,Jamay,24753,26504,0,0,4.6,75.6,17.9,6.5,93.2,4.2,2.6,77,74.6,0,1,1,2
14.01,Guadalajara,14,Jalisco,14051,Juanacatlán,17955,19203,0,0,7.9,44.4,48.9,6.8,88.5,9.1,2.4,93.9,44.1,1,1,1,2
14.02,Ocotlán,14,Jalisco,14063,Ocotlán,99461,106059,1,1,0,91.9,3.1,5,88.6,3.4,8,93.2,85.6,1,0,1,1
14.02,Ocotlán,14,Jalisco,14066,Poncitlán,51944,55191,1,1,0,75.1,8.1,16.8,82.8,7.8,9.4,78.5,55.6,1,0,1,1
14.03,Puerto Vallarta,14,Jalisco,14067,Puerto Vallarta,275640,299434,1,1,0,95.5,4.1,0.5,90.6,7.4,1.9,98.4,86.8,1,0,1,1
14.01,Guadalajara,14,Jalisco,14070,El Salto,183437,200159,1,1,0,67.9,31,1.1,57.9,35.6,6.5,99.4,72,1,1,1,1
